goods_nomenclature_sid,goods_nomenclature_item_id,productline_suffix,description
60084,"7209181000","80","'Electrical'"
60085,"7209189100","10","Other"
60086,"7209189100","80","Of a thickness of 035 mm or more but less than 05 mm"
60087,"7209189900","80","Of a thickness of less than 035 mm"
99860,"7209189910","80","Annealed (known as 'black plates')"
99858,"7209189990","80","Other"
60088,"7209250000","10","Not in coils not further worked than cold-rolled (cold-reduced)"
60089,"7209250000","80","Of a thickness of 3 mm or more"
99892,"7209250010","80","'Electrical'"
99862,"7209250090","80","Other"
60090,"7209260000","80","Of a thickness exceeding 1 mm but less than 3 mm"
60091,"7209261000","80","'Electrical'"
60092,"7209269000","80","Other"
60093,"7209270000","80","Of a thickness of 05 mm or more but not exceeding 1 mm"
60094,"7209271000","80","'Electrical'"
60095,"7209279000","80","Other"
60096,"7209280000","80","Of a thickness of less than 05 mm"
60097,"7209281000","80","'Electrical'"
60098,"7209289000","80","Other"
45239,"7209900000","80","Other"
83463,"7209902000","80","Perforated"
83467,"7209908000","80","Other"
83469,"7209908010","80","Not further worked than surface-treated or simply cut into shapes other than rectangular (including square)"
83470,"7209908090","80","Other"
45242,"7210000000","80","Flat-rolled products of iron or non-alloy steel of a width of 600 mm or more clad plated or coated"
45243,"7210110000","10","Plated or coated with tin"
45244,"7210110000","80","Of a thickness of 05 mm or more"
77884,"7210110010","80","Not further worked than surface-treated or simply cut into shapes other than rectangular (including square)"
77885,"7210110090","80","Other"
45247,"7210120000","80","Of a thickness of less than 05 mm"
77966,"7210122000","80","Tinplate"
77974,"7210122010","80","Not further worked than surface-treated or simply cut into shapes other than rectangular (including square)"
77975,"7210122090","80","Other"
77967,"7210128000","80","Other"
77976,"7210128010","80","Not further worked than surface-treated or simply cut into shapes other than rectangular (including square)"
77977,"7210128090","80","Other"
45252,"7210200000","80","Plated or coated with lead including terne-plate"
77994,"7210200010","80","Not further worked than surface-treated or simply cut into shapes other than rectangular (including square)"
77995,"7210200090","80","Other"
60099,"7210300000","80","Electrolytically plated or coated with zinc"
78025,"7210300010","80","Not further worked than surface-treated or simply cut into shapes other than rectangular (including square)"
78026,"7210300090","80","Other"
45262,"7210410000","10","Otherwise plated or coated with zinc"
45263,"7210410000","80","Corrugated"
102450,"7210410020","80","Aluminium killed; plated or coated by hot dip galvanisation with zinc and/or with aluminium and no other metal; chemically passivated; containing by weight: 0.015% or more but not more than 0.170% of carbon 0.015% or more but not more than 0.100% of aluminium not more than 0.045% of niobium not more than 0.010% of titanium and not more than 0.010% of vanadium; presented in coils cut-to-length sheets and narrow strips"
105216,"7210410030","80","Plated or coated by hot dip galvanisation whether or not alloyed with silicon; chemically passivated; with or without any additional surface treatment such as oiling or sealing; containing by weight: not more than 05% of carbon not more than 11% of aluminium not more than 012% of niobium not more than 017% of titanium and not more than 015% of vanadium; presented in coils cut-to-length sheets and narrow strips"
102451,"7210410080","80","Other"
45266,"7210490000","80","Other"
102671,"7210490020","80","Aluminium killed; plated or coated by hot dip galvanisation with zinc and/or with aluminium and no other metal; chemically passivated; containing by weight: 0.015% or more but not more than 0.170% of carbon 0.015% or more but not more than 0.100% of aluminium not more than 0.045% of niobium not more than 0.010% of titanium and not more than 0.010% of vanadium; presented in coils cut-to-length sheets and narrow strips"
105217,"7210490030","80","Plated or coated by hot dip galvanisation whether or not alloyed with silicon; chemically passivated; with or without any additional surface treatment such as oiling or sealing; containing by weight: not more than 05% of carbon not more than 11% of aluminium not more than 012% of niobium not more than 017% of titanium and not more than 015% of vanadium; presented in coils cut-to-length sheets and narrow strips"
102453,"7210490080","80","Other"
45269,"7210500000","80","Plated or coated with chromium oxides or with chromium and chromium oxides"
78084,"7210500010","80","Not further worked than surface-treated or simply cut into shapes other than rectangular (including square)"
78085,"7210500090","80","Other"
60102,"7210610000","10","Plated or coated with aluminium"
60103,"7210610000","80","Plated or coated with aluminium-zinc alloys"
102673,"7210610020","80","Aluminium killed; plated or coated by hot dip galvanisation with zinc and/or with aluminium and no other metal; chemically passivated; containing by weight: 0.015% or more but not more than 0.170% of carbon 0.015% or more but not more than 0.100% of aluminium not more than 0.045% of niobium not more than 0.010% of titanium and not more than 0.010% of vanadium; presented in coils cut-to-length sheets and narrow strips"
105218,"7210610030","80","Plated or coated by hot dip galvanisation whether or not alloyed with silicon; chemically passivated; with or without any additional surface treatment such as oiling or sealing; containing by weight: not more than 05% of carbon not more than 11% of aluminium not more than 012% of niobium not more than 017% of titanium and not more than 015% of vanadium; presented in coils cut-to-length sheets and narrow strips"
102455,"7210610080","80","Other"
60106,"7210690000","80","Other"
102674,"7210690020","80","Aluminium killed; plated or coated by hot dip galvanisation with zinc and/or with aluminium and no other metal; chemically passivated; containing by weight: 0.015% or more but not more than 0.170% of carbon 0.015% or more but not more than 0.100% of aluminium not more than 0.045% of niobium not more than 0.010% of titanium and not more than 0.010% of vanadium; presented in coils cut-to-length sheets and narrow strips"
105219,"7210690030","80","Plated or coated by hot dip galvanisation with aluminium and/or magnesium whether or not alloyed with silicon; chemically passivated; with or without any additional surface treatment such as oiling or sealing; containing by weight: not more than 05% of carbon not more than 11% of aluminium not more than 012% of niobium not more than 017% of titanium and not more than 015% of vanadium; presented in coils cut-to-length sheets and narrow strips"
102457,"7210690080","80","Other"
45277,"7210700000","80","Painted varnished or coated with plastics"
78745,"7210701000","80","Tinplate varnished; products plated or coated with chromium oxides or with chromium and chromium oxides varnished"
78795,"7210701010","80","Not further worked than surface-treated or simply cut into shapes other than rectangular (including square)"
78804,"7210701090","80","Other"
78784,"7210708000","80","Other"
97020,"7210708011","10","Not further worked than surface-treated or simply cut into shapes other than rectangular (including square)"
97016,"7210708011","80","Of non-alloy steel painted varnished or coated with plastics on at least one side excluding products with a final coating of zinc-dust (a zinc-rich paint containing by weight 70 % or more of zinc) and excluding products with a substrate with a metallic coating of chromium or tin"
97021,"7210708019","80","Other"
97050,"7210708091","10","Other"
97017,"7210708091","80","Of non-alloy steel painted varnished or coated with plastics on at least one side excluding products with a final coating of zinc-dust (a zinc-rich paint containing by weight 70 % or more of zinc) and excluding products with a substrate with a metallic coating of chromium or tin"
97022,"7210708099","80","Other"
45288,"7210900000","80","Other"
78886,"7210903000","80","Clad"
78890,"7210903010","80","Not further worked than surface-treated including cladding or simply cut into shapes other than rectangular (including square)"
78892,"7210903090","80","Other"
78888,"7210904000","80","Tinned and printed"
78891,"7210904010","80","Not further worked than surface-treated including cladding or simply cut into shapes other than rectangular (including square)"
78893,"7210904090","80","Other"
78889,"7210908000","80","Other"
78894,"7210908010","80","Silvered gilded platinium-plated or enamelled"
78895,"7210908091","10","Other"
78896,"7210908091","80","Not further worked than surface-treated including cladding or simply cut into shapes other than rectangular (including square)"
105220,"7210908092","80","Plated or coated by hot dip galvanisation with magnesium or magnesium-zinc alloys whether or not alloyed with silicon; chemically passivated; with or without any additional surface treatment such as oiling or sealing; containing by weight: not more than 05% of carbon not more than 11% of aluminium not more than 012% of niobium not more than 017% of titanium and not more than 015% of vanadium; presented in coils cut-to-length sheets and narrow strips"
78897,"7210908099","80","Other"
45297,"7211000000","80","Flat-rolled products of iron or non-alloy steel of a width of less than 600 mm not clad plated or coated"
60110,"7211130000","10","Not further worked than hot-rolled"
60111,"7211130000","80","Rolled on four faces or in a closed box pass of a width exceeding 150 mm and a thickness of not less than 4 mm not in coils and without patterns in relief"
60112,"7211140000","80","Other of a thickness of 475 mm or more"
78184,"7211140010","80","Of a width exceeding 500 mm"
78185,"7211140090","80","Of a width not exceeding 500 mm"
45319,"7211190000","80","Other"
78195,"7211190010","80","Of a width exceeding 500 mm"
78196,"7211190090","80","Of a width not exceeding 500 mm"
60117,"7211230000","10","Not further worked than cold-rolled (cold-reduced)"
60118,"7211230000","80","Containing by weight less than 025 % of carbon"
78204,"7211232000","80","'Electrical'"
78205,"7211232010","80","Of a width exceeding 500 mm"
78235,"7211232090","80","Of a width not exceeding 500 mm"
78214,"7211233000","10","Other"
78215,"7211233000","80","Of a thickness of 035 mm or more"
78224,"7211233010","80","Of a width exceeding 500 mm"
78227,"7211233091","10","Of a width not exceeding 500 mm"
78228,"7211233091","80","In coils intended for the manufacture of tinplate"
78231,"7211233099","80","Other"
78216,"7211238000","80","Of a thickness of less than 035 mm"
99883,"7211238011","10","Of a width exceeding 500 mm"
99885,"7211238011","80","In coils annealed (known as 'black plates')"
99888,"7211238019","80","Other"
99893,"7211238093","10","Of a width not exceeding 500 mm"
99894,"7211238093","20","In coils intended for the manufacture of tinplate"
99887,"7211238093","80","Annealed (known as 'black plates')"
99889,"7211238095","80","Other"
99890,"7211238097","10","Other"
99886,"7211238097","80","In coils annealed (known as 'black plates')"
99891,"7211238099","80","Other"
45373,"7211290000","80","Other"
99895,"7211290011","10","Of a width exceeding 500 mm"
99897,"7211290011","80","'Electrical'"
99899,"7211290019","80","Other"
99896,"7211290091","10","Of a width not exceeding 500 mm"
99898,"7211290091","80","'Electrical'"
99900,"7211290099","80","Other"
45427,"7211900000","80","Other"
83488,"7211902000","80","Perforated"
83490,"7211908000","80","Other"
83916,"7211908010","10","Of a width exceeding 500 mm"
83491,"7211908010","80","Not further worked than surface-treated"
83492,"7211908020","80","Other"
83493,"7211908090","80","Of a width not exceeding 500 mm"
45432,"7212000000","80","Flat-rolled products of iron or non-alloy steel of a width of less than 600 mm clad plated or coated"
45433,"7212100000","80","Plated or coated with tin"
45434,"7212101000","80","Tinplate not further worked than surface-treated"
78274,"7212109000","80","Other"
78280,"7212109011","10","Of a width exceeding 500 mm"
78281,"7212109011","80","Not further worked than surface-treated"
78282,"7212109019","80","Other"
78284,"7212109090","80","Of a width not exceeding 500 mm"
60129,"7212200000","80","Electrolytically plated or coated with zinc"
78317,"7212200011","10","Of a width exceeding 500 mm"
78318,"7212200011","80","Not further worked than surface-treated"
78324,"7212200019","80","Other"
78325,"7212200090","80","Of a width not exceeding 500 mm"
45453,"7212300000","80","Otherwise plated or coated with zinc"
102675,"7212300020","80","Aluminium killed; plated or coated by hot dip galvanisation with zinc and/or with aluminium and no other metal; chemically passivated; containing by weight: 0.015% or more but not more than 0.170% of carbon 0.015% or more but not more than 0.100% of aluminium not more than 0.045% of niobium not more than 0.010% of titanium and not more than 0.010% of vanadium; presented in coils cut-to-length sheets and narrow strips"
105221,"7212300030","80","Plated or coated by hot dip galvanisation whether or not alloyed with silicon; chemically passivated; with or without any additional surface treatment such as oiling or sealing; containing by weight: not more than 05% of carbon not more than 11% of aluminium not more than 012% of niobium not more than 017% of titanium and not more than 015% of vanadium; presented in coils cut-to-length sheets and narrow strips"
102459,"7212300080","80","Other"
45460,"7212400000","80","Painted varnished or coated with plastics"
78354,"7212402000","80","Tinplate not further worked than varnished; products plated or coated with chromium oxides or with chromium and chromium oxides varnished"
78357,"7212402010","80","Tinplate not further worked than varnished"
78359,"7212402091","10","Other"
78358,"7212402091","20","Of a width exceeding 500 mm"
78360,"7212402091","80","Not further worked than surface-treated"
78414,"7212402093","80","Other"
78377,"7212402099","80","Of a width not exceeding 500 mm"
78355,"7212408000","80","Other"
97030,"7212408001","10","Of a width exceeding 500 mm"
97051,"7212408001","20","Not further worked than surface-treated"
97045,"7212408001","80","Of non-alloy steel painted varnished or coated with plastics on at least one side excluding products with a final coating of zinc-dust (a zinc-rich paint containing by weight 70 % or more of zinc) and excluding products with a substrate with a metallic coating of chromium or tin"
97023,"7212408009","80","Other"
97032,"7212408021","10","Other"
97046,"7212408021","80","Of non-alloy steel painted varnished or coated with plastics on at least one side excluding so-called 'sandwich panels' of a kind used for building applications and consisting of two outer metal sheets with a stabilising core of insulation material sandwiched between them and excluding those products with a final coating of zinc-dust (a zinc-rich paint containing by weight 70% or more of zinc) and excluding products with a substrate with a metallic coating of chromium or tin"
97024,"7212408029","80","Other"
97033,"7212408091","10","Of a width not exceeding 500 mm"
97047,"7212408091","80","Of non-alloy steel painted varnished or coated with plastics on at least one side excluding so-called 'sandwich panels' of a kind used for building applications and consisting of two outer metal sheets with a stabilising core of insulation material sandwiched between them and excluding those products with a final coating of zinc-dust (a zinc-rich paint containing by weight 70% or more of zinc)"
97025,"7212408099","80","Other"
45470,"7212500000","80","Otherwise plated or coated"
78475,"7212502000","80","Plated or coated with chromium oxides or with chromium and chromium oxides"
78504,"7212502011","10","Of a width exceeding 500 mm"
78505,"7212502011","80","Not further worked than surface-treated"
78506,"7212502019","80","Other"
78507,"7212502090","80","Of a width not exceeding 500 mm"
78485,"7212503000","80","Plated or coated with chromium or nickel"
78508,"7212503011","10","Of a width exceeding 500 mm"
78512,"7212503011","80","Not further worked than surface-treated"
78517,"7212503019","80","Other"
79364,"7212503090","80","Of a width not exceeding 500 mm"
78486,"7212504000","80","Plated or coated with copper"
78509,"7212504011","10","Of a width exceeding 500 mm"
78514,"7212504011","80","Not further worked than surface-treated"
78518,"7212504019","80","Other"
78522,"7212504090","80","Of a width not exceeding 500 mm"
78494,"7212506100","10","Plated or coated with aluminium"
78487,"7212506100","80","Plated or coated with aluminium-zinc alloys"
102676,"7212506120","80","Aluminium killed; plated or coated by hot dip galvanisation with zinc and/or with aluminium and no other metal; chemically passivated; containing by weight: 0.015% or more but not more than 0.170% of carbon 0.015% or more but not more than 0.100% of aluminium not more than 0.045% of niobium not more than 0.010% of titanium and not more than 0.010% of vanadium; presented in coils cut-to-length sheets and narrow strips"
105222,"7212506130","80","Plated or coated by hot dip galvanisation whether or not alloyed with silicon; chemically passivated; with or without any additional surface treatment such as oiling or sealing; containing by weight: not more than 05% of carbon not more than 11% of aluminium not more than 012% of niobium not more than 017% of titanium and not more than 015% of vanadium; presented in coils cut-to-length sheets and narrow strips"
102491,"7212506180","80","Other"
78495,"7212506900","80","Other"
102677,"7212506920","80","Aluminium killed; plated or coated by hot dip galvanisation with zinc and/or with aluminium and no other metal; chemically passivated; containing by weight: 0.015% or more but not more than 0.170% of carbon 0.015% or more but not more than 0.100% of aluminium not more than 0.045% of niobium not more than 0.010% of titanium and not more than 0.010% of vanadium; presented in coils cut-to-length sheets and narrow strips"
105223,"7212506930","80","Plated or coated by hot dip galvanisation whether or not alloyed with silicon; chemically passivated; with or without any additional surface treatment such as oiling or sealing; containing by weight: not more than 05% of carbon not more than 11% of aluminium not more than 012% of niobium not more than 017% of titanium and not more than 015% of vanadium; presented in coils cut-to-length sheets and narrow strips"
102500,"7212506980","80","Other"
78496,"7212509000","80","Other"
78534,"7212509011","10","Of a width exceeding 500 mm"
78535,"7212509011","80","Silvered gilded platinum-plated or enamelled"
81255,"7212509013","10","Other"
81256,"7212509013","80","Not further worked than surface-treated"
105224,"7212509014","80","Plated or coated by hot dip galvanisation with magnesium or magnesium-zinc alloys whether or not alloyed with silicon; chemically passivated; with or without any additional surface treatment such as oiling or sealing; containing by weight: not more than 05% of carbon not more than 11% of aluminium not more than 012% of niobium not more than 017% of titanium and not more than 015% of vanadium; presented in coils cut-to-length sheets and narrow strips"
78545,"7212509019","80","Other"
105237,"7212509092","10","Of a width not exceeding 500 mm"
105225,"7212509092","80","Plated or coated by hot dip galvanisation with magnesium or magnesium-zinc alloys whether or not alloyed with silicon; chemically passivated; with or without any additional surface treatment such as oiling or sealing; containing by weight: not more than 05% of carbon not more than 11% of aluminium not more than 012% of niobium not more than 017% of titanium and not more than 015% of vanadium; presented in coils cut-to-length sheets and narrow strips"
105235,"7212509095","80","Other"
45490,"7212600000","80","Clad"
78555,"7212600011","10","Of a width exceeding 500 mm"
78557,"7212600011","80","Not further worked than surface-treated"
78558,"7212600019","80","Other"
78559,"7212600091","10","Of a width not exceeding 500 mm"
78561,"7212600091","20","Not further worked than surface-treated"
78562,"7212600091","80","Hot-rolled not further worked than clad"
78563,"7212600093","80","Other"
78565,"7212600099","80","Other"
45501,"7213000000","80","Bars and rods hot-rolled in irregularly wound coils of iron or non-alloy steel"
45502,"7213100000","80","Containing indentations ribs grooves or other deformations produced during the rolling process"
45503,"7213200000","80","Other of free-cutting steel"
60137,"7213910000","10","Other"
60138,"7213910000","80","Of circular cross-section measuring less than 14 mm in diameter"
60139,"7213911000","80","Of a type used for concrete reinforcement"
60140,"7213912000","80","Of a type used for tyre cord"
60141,"7213914100","10","Other"
60142,"7213914100","80","Containing by weight 006 % or less of carbon"
60143,"7213914900","80","Containing by weight more than 006 % but less than 025 % of carbon"
60144,"7213917000","80","Containing by weight 025 % or more but not more than 075 % of carbon"
60145,"7213919000","80","Containing by weight more than 075 % of carbon"
60146,"7213990000","80","Other"
60147,"7213991000","80","Containing by weight less than 025 % of carbon"
60148,"7213999000","80","Containing by weight 025 % or more of carbon"
45521,"7214000000","80","Other bars and rods of iron or non-alloy steel not further worked than forged hot-rolled hot-drawn or hot-extruded but including those twisted after rolling"
45522,"7214100000","80","Forged"
101516,"7214100010","80","Concrete reinforcement bars and rods containing indentations ribs grooves or other deformations produced during the rolling process; excluding high fatigue performance concrete reinforcement bars and rods and excluding other long products such as round bars"
101518,"7214100090","80","Other"
45523,"7214200000","80","Containing indentations ribs grooves or other deformations produced during the rolling process or twisted after rolling"
99863,"7214200010","80","High fatigue performance concrete reinforcing bars and rods"
101519,"7214200020","10","Other"
101521,"7214200020","80","Concrete reinforcement bars and rods excluding long products such as round bars"
101520,"7214200080","80","Other"
45524,"7214300000","80","Other of free-cutting steel"
102723,"7214300010","80","Concrete reinforcement bars and rods containing indentations ribs grooves or other deformations produced during the rolling process; excluding high fatigue performance concrete reinforcement bars and rods and excluding other long products such as round bars"
101523,"7214300090","80","Other"
60149,"7214910000","10","Other"
60150,"7214910000","80","Of rectangular (other than square) cross-section"
60151,"7214911000","80","Containing by weight less than 025 % of carbon"
102724,"7214911010","80","Concrete reinforcement bars and rods containing indentations ribs grooves or other deformations produced during the rolling process; excluding high fatigue performance concrete reinforcement bars and rods and excluding other long products such as round bars"
101524,"7214911090","80","Other"
60152,"7214919000","80","Containing by weight 025 % or more of carbon"
102725,"7214919010","80","Concrete reinforcement bars and rods containing indentations ribs grooves or other deformations produced during the rolling process; excluding high fatigue performance concrete reinforcement bars and rods and excluding other long products such as round bars"
101526,"7214919090","80","Other"
60153,"7214990000","80","Other"
60154,"7214991000","10","Containing by weight less than 025 % of carbon"
60155,"7214991000","80","Of a type used for concrete reinforcement"
101716,"7214991010","80","Bars and rods containing indentations ribs grooves or other deformations produced during the rolling process; excluding high fatigue performance bars and rods and excluding other long products such as round bars"
101717,"7214991090","80","Other"
60156,"7214993100","10","Other of circular cross-section measuring in diameter"
60157,"7214993100","80","80 mm or more"
60158,"7214993900","80","Less than 80 mm"
60159,"7214995000","80","Other"
78595,"7214997100","10","Containing by weight 025 % or more of carbon"
78596,"7214997100","20","Of a circular cross-section measuring in diameter"
78584,"7214997100","80","80 mm or more"
78585,"7214997900","80","Less than 80 mm"
78594,"7214999500","80","Other"
102728,"7214999510","80","Concrete reinforcement bars and rods containing indentations ribs grooves or other deformations produced during the rolling process; excluding high fatigue performance concrete reinforcement bars and rods and excluding other long products such as round bars"
101532,"7214999590","80","Other"
45544,"7215000000","80","Other bars and rods of iron or non-alloy steel"
45545,"7215100000","80","Of free-cutting steel not further worked than cold-formed or cold-finished"
60166,"7215500000","80","Other not further worked than cold-formed or cold-finished"
60167,"7215501100","10","Containing by weight less than 025 % of carbon"
60168,"7215501100","80","Of rectangular (other than square) cross-section"
60169,"7215501900","80","Other"
78614,"7215508000","80","Containing by weight 025 % or more of carbon"
45551,"7215900000","80","Other"
78629,"7215900010","80","Hot-rolled hot-drawn or extruded not further worked than clad"
78631,"7215900090","80","Other"
45554,"7216000000","80","Angles shapes and sections of iron or non-alloy steel"
45555,"7216100000","80","U I or H sections not further worked than hot-rolled hot-drawn or extruded of a height of less than 80 mm"
45556,"7216210000","10","L or T sections not further worked than hot-rolled hot-drawn or extruded of a height of less than 80 mm"
45557,"7216210000","80","L sections"
45558,"7216220000","80","T sections"
45559,"7216310000","10","U I or H sections not further worked than hot-rolled hot-drawn or extruded of a height of 80 mm or more"
45560,"7216310000","80","U sections"
77594,"7216311000","80","Of a height of 80 mm or more but not exceeding 220 mm"
77597,"7216319000","80","Of a height exceeding 220 mm"
45589,"7216320000","80","I sections"
45592,"7216321100","10","Of a height of 80 mm or more but not exceeding 220 mm"
45593,"7216321100","80","With parallel flange faces"
45599,"7216321900","80","Other"
45605,"7216329100","10","Of a height exceeding 220 mm"
45606,"7216329100","80","With parallel flange faces"
45612,"7216329900","80","Other"
45618,"7216330000","80","H sections"
45619,"7216331000","80","Of a height of 80 mm or more but not exceeding 180 mm"
45622,"7216339000","80","Of a height exceeding 180 mm"
45625,"7216400000","80","L or T sections not further worked than hot-rolled hot-drawn or extruded of a height of 80 mm or more"
45626,"7216401000","80","L sections"
45627,"7216409000","80","T sections"
45628,"7216500000","80","Other angles shapes and sections not further worked than hot-rolled hot-drawn or extruded"
45629,"7216501000","80","With a cross-section which is capable of being enclosed in a square the side of which is 80 mm"
45631,"7216509100","10","Other"
45632,"7216509100","80","Bulb flats"
45633,"7216509900","80","Other"
60172,"7216610000","10","Angles shapes and sections not further worked than cold-formed or cold-finished"
60173,"7216610000","80","Obtained from flat-rolled products"
60174,"7216611000","80","C L U Z omega or open-ended sections"
60175,"7216619000","80","Other"
60176,"7216690000","80","Other"
60177,"7216910000","10","Other"
60178,"7216910000","80","Cold-formed or cold-finished from flat-rolled products"
60179,"7216911000","80","Profiled (ribbed) sheets"
77604,"7216918000","80","Other"
60185,"7216990000","80","Other"
77605,"7216990010","80","Hot-rolled hot-drawn or extruded not further worked than clad"
77614,"7216990090","80","Other"
45655,"7217000000","80","Wire of iron or non-alloy steel"
60188,"7217100000","80","Not plated or coated whether or not polished"
60189,"7217101000","10","Containing by weight less than 025 % of carbon"
60190,"7217101000","80","With a maximum cross-sectional dimension of less than 08 mm"
60191,"7217103100","10","With a maximum cross-sectional dimension of 08 mm or more"
60192,"7217103100","80","Containing indentations ribs grooves or other deformations produced during the rolling process"
60193,"7217103900","80","Other"
60194,"7217105000","80","Containing by weight 025 % or more but less than 06 % of carbon"
60195,"7217109000","80","Containing by weight 06 % or more of carbon"
90797,"7217109010","80","Of non-alloy steel with a maximum cross-sectional dimension exceeding 3 mm"
90798,"7217109090","80","Other"
60196,"7217200000","80","Plated or coated with zinc"
60197,"7217201000","10","Containing by weight less than 025 % of carbon"
60198,"7217201000","80","With a maximum cross-sectional dimension of less than 08 mm"
60199,"7217203000","80","With a maximum cross-sectional dimension of 08 mm or more"
60200,"7217205000","80","Containing by weight 025 % or more but less than 06 % of carbon"
60201,"7217209000","80","Containing by weight 06 % or more of carbon"
90799,"7217209010","80","Of non-alloy steel with a maximum cross-sectional dimension exceeding 3 mm"
90800,"7217209090","80","Other"
60202,"7217300000","80","Plated or coated with other base metals"
77624,"7217304100","10","Containing by weight less than 025 % of carbon"
77625,"7217304100","80","Copper-coated"
77626,"7217304900","80","Other"
60210,"7217305000","80","Containing by weight 025 % or more but less than 06 % of carbon"
60211,"7217309000","80","Containing by weight 06 % or more of carbon"
60212,"7217900000","80","Other"
77627,"7217902000","80","Containing by weight less than 025 % of carbon"
60216,"7217905000","80","Containing by weight 025 % or more but less than 06 % of carbon"
60217,"7217909000","80","Containing by weight 06 % or more of carbon"
45686,"7218000000","10","III. STAINLESS STEEL"
45687,"7218000000","80","Stainless steel in ingots or other primary forms; semi-finished products of stainless steel"
45688,"7218100000","80","Ingots and other primary forms"
60218,"7218910000","10","Other"
60219,"7218910000","80","Of rectangular (other than square) cross-section"
77628,"7218911000","80","Containing by weight 25 % or more of nickel"
77629,"7218918000","80","Containing by weight less than 25 % of nickel"
60224,"7218990000","80","Other"
60225,"7218991100","10","Of square cross-section"
60226,"7218991100","80","Rolled or obtained by continous casting"
60227,"7218991900","80","Forged"
60228,"7218992000","10","Other"
60229,"7218992000","80","Rolled or obtained by continuous casting"
77674,"7218998000","80","Forged"
45704,"7219000000","80","Flat-rolled products of stainless steel of a width of 600 mm or more"
45705,"7219110000","10","Not further worked than hot-rolled in coils"
45706,"7219110000","80","Of a thickness exceeding 10 mm"
45709,"7219120000","80","Of a thickness of 475 mm or more but not exceeding 10 mm"
45710,"7219121000","80","Containing by weight 25 % or more of nickel"
45711,"7219129000","80","Containing by weight less than 25 % of nickel"
45712,"7219130000","80","Of a thickness of 3 mm or more but less than 475 mm"
45713,"7219131000","80","Containing by weight 25 % or more of nickel"
45714,"7219139000","80","Containing by weight less than 25 % of nickel"
45715,"7219140000","80","Of a thickness of less than 3 mm"
45716,"7219141000","80","Containing by weight 25 % or more of nickel"
45717,"7219149000","80","Containing by weight less than 25 % of nickel"
45718,"7219210000","10","Not further worked than hot-rolled not in coils"
45719,"7219210000","80","Of a thickness exceeding 10 mm"
60233,"7219211000","80","Containing by weight 25 % or more of nickel"
45724,"7219219000","80","Containing by weight less than 25 % of nickel"
45725,"7219220000","80","Of a thickness of 475 mm or more but not exceeding 10 mm"
45726,"7219221000","80","Containing by weight 25 % or more of nickel"
45727,"7219229000","80","Containing by weight less than 25 % of nickel"
45728,"7219230000","80","Of a thickness of 3 mm or more but less than 475 mm"
45731,"7219240000","80","Of a thickness of less than 3 mm"
45734,"7219310000","10","Not further worked than cold-rolled (cold-reduced)"
45735,"7219310000","80","Of a thickness of 475 mm or more"
45738,"7219320000","80","Of a thickness of 3 mm or more but less than 475 mm"
45739,"7219321000","80","Containing by weight 25 % or more of nickel"
45740,"7219329000","80","Containing by weight less than 25 % of nickel"
45741,"7219330000","80","Of a thickness exceeding 1 mm but less than 3 mm"
45742,"7219331000","80","Containing by weight 25 % or more of nickel"
45743,"7219339000","80","Containing by weight less than 25 % of nickel"
45744,"7219340000","80","Of a thickness of 05 mm or more but not exceeding 1 mm"
45745,"7219341000","80","Containing by weight 25 % or more of nickel"
45746,"7219349000","80","Containing by weight less than 25 % of nickel"
45747,"7219350000","80","Of a thickness of less than 05 mm"
45748,"7219351000","80","Containing by weight 25 % or more of nickel"
45749,"7219359000","80","Containing by weight less than 25 % of nickel"
45750,"7219900000","80","Other"
83534,"7219902000","80","Perforated"
83535,"7219908000","80","Other"
45757,"7220000000","80","Flat-rolled products of stainless steel of a width of less than 600 mm"
45758,"7220110000","10","Not further worked than hot-rolled"
45759,"7220110000","80","Of a thickness of 475 mm or more"
45760,"7220120000","80","Of a thickness of less than 475 mm"
45761,"7220200000","80","Not further worked than cold-rolled (cold-reduced)"
77755,"7220202100","10","Of a thickness of 3 mm or more containing by weight"
77765,"7220202100","80","25 % or more of nickel"
77769,"7220202900","80","Less than 25 % of nickel"
77772,"7220204100","10","Of a thickness exceeding 035 mm but of less than 3 mm containing by weight"
77766,"7220204100","80","25 % or more of nickel"
77770,"7220204900","80","Less than 25 % of nickel"
77773,"7220208100","10","Of a thickness not exceeding 035 mm containing by weight"
77767,"7220208100","80","25 % or more of nickel"
77771,"7220208900","80","Less than 25 % of nickel"
45773,"7220900000","80","Other"
83538,"7220902000","80","Perforated"
83539,"7220908000","80","Other"
45782,"7221000000","80","Bars and rods hot-rolled in irregularly wound coils of stainless steel"
45783,"7221001000","80","Containing by weight 25 % or more of nickel"
45784,"7221009000","80","Containing by weight less than 25 % of nickel"
45785,"7222000000","80","Other bars and rods of stainless steel; angles shapes and sections of stainless steel"
60236,"7222110000","10","Bars and rods not further worked than hot-rolled hot-drawn or extruded"
60237,"7222110000","80","Of circular cross-section"
60238,"7222111100","10","Of a diameter of 80 mm or more containing by weight"
60239,"7222111100","80","25 % or more of nickel"
60240,"7222111900","80","Less than 25 % of nickel"
77810,"7222118100","10","Of a diameter of less than 80 mm containing by weight"
77814,"7222118100","80","25 % or more of nickel"
77815,"7222118900","80","Less than 25 % of nickel"
60247,"7222190000","80","Other"
60248,"7222191000","80","Containing by weight 25 % or more of nickel"
60249,"7222199000","80","Containing by weight less than 25 % of nickel"
