goods_nomenclature_sid,goods_nomenclature_item_id,productline_suffix,description
102204,"4403930000","80","Of beech (Fagus spp.) of which any cross-sectional dimension is 15 cm or more"
102205,"4403940000","80","Of beech (Fagus spp.) other"
102206,"4403950000","80","Of birch (Betula spp.) of which any cross-sectional dimension is 15 cm or more"
102209,"4403951000","80","Sawlogs"
102210,"4403959000","80","Other"
102207,"4403960000","80","Of birch (Betula spp.) other"
102211,"4403970000","80","Of poplar and aspen (Populus spp.)"
102212,"4403980000","80","Of eucalyptus (Eucalyptus spp.)"
40021,"4403990000","80","Other"
40028,"4404000000","80","Hoopwood; split poles; piles pickets and stakes of wood pointed but not sawn lengthwise; wooden sticks roughly trimmed but not turned bent or otherwise worked suitable for the manufacture of walking sticks umbrellas tool handles or the like; chipwood and the like"
40029,"4404100000","80","Coniferous"
100349,"4404100010","80","Chipwood and the like"
100344,"4404100090","80","Other"
40030,"4404200000","80","Non-coniferous"
101314,"4404200010","10","Chipwood and the like"
101313,"4404200010","80","Chipwood"
101316,"4404200011","80","Other"
100236,"4404200090","80","Other"
40031,"4405000000","80","Wood wool; wood flour"
40032,"4406000000","80","Railway or tramway sleepers (cross-ties) of wood"
102215,"4406110000","10","Not impregnated"
102213,"4406110000","80","Coniferous"
102214,"4406120000","80","Non-coniferous"
102219,"4406910000","10","Other"
102220,"4406910000","80","Coniferous"
102222,"4406920000","80","Non-coniferous"
40035,"4407000000","80","Wood sawn or chipped lengthwise sliced or peeled whether or not planed sanded or end-jointed of a thickness exceeding 6 mm"
102223,"4407110000","10","Coniferous"
102224,"4407110000","80","Of pine (Pinus spp.)"
102227,"4407111000","80","End-jointed whether or not planed or sanded"
102226,"4407112000","80","Planed"
102229,"4407119000","80","Other"
102901,"4407119010","80","Sanded"
102904,"4407119090","80","Other"
102231,"4407120000","80","Of fir (Abies spp.) and spruce (Picea spp.)"
102233,"4407121000","80","End-jointed whether or not planed or sanded"
102234,"4407122000","80","Planed"
102235,"4407129000","80","Other"
102902,"4407129010","80","Sanded"
102905,"4407129090","80","Other"
102237,"4407190000","80","Other"
102238,"4407191000","80","End-jointed whether or not planed or sanded"
102239,"4407192000","80","Planed"
102240,"4407199000","80","Other"
102903,"4407199010","80","Sanded"
102906,"4407199090","80","Other"
86084,"4407210000","10","Of tropical wood"
86082,"4407210000","80","Mahogany (Swietenia spp.)"
86085,"4407211000","80","Sanded; end-jointed whether or not planed or sanded"
86087,"4407219100","10","Other"
86090,"4407219100","80","Planed"
86091,"4407219900","80","Other"
86083,"4407220000","80","Virola imbuia and balsa"
86086,"4407221000","80","Sanded; end-jointed whether or not planed or sanded"
86088,"4407229100","10","Other"
86089,"4407229100","80","Planed"
86092,"4407229900","80","Other"
59761,"4407250000","80","Dark red meranti light red meranti and meranti bakau"
59762,"4407251000","80","End-jointed whether or not planed or sanded"
70943,"4407253000","10","Other"
70944,"4407253000","80","Planed"
59767,"4407255000","80","Sanded"
79084,"4407259000","80","Other"
59771,"4407260000","80","White lauan white meranti white seraya yellow meranti and alan"
59772,"4407261000","80","End-jointed whether or not planed or sanded"
70945,"4407263000","10","Other"
70946,"4407263000","80","Planed"
59777,"4407265000","80","Sanded"
70947,"4407269000","80","Other"
86099,"4407270000","80","Sapelli"
86101,"4407271000","80","Sanded; end-jointed whether or not planed or sanded"
86103,"4407279100","10","Other"
86106,"4407279100","80","Planed"
86107,"4407279900","80","Other"
86100,"4407280000","80","Iroko"
86102,"4407281000","80","Sanded; end-jointed whether or not planed or sanded"
86104,"4407289100","10","Other"
86105,"4407289100","80","Planed"
86108,"4407289900","80","Other"
59781,"4407290000","80","Other"
102243,"4407291500","10","Abura acajou d'Afrique afrormosia ako andiroba aningré avodiré azobé balau bossé clair bossé foncé cativo cedro dabema dibétou doussié framiré freijo fromager fuma geronggang ilomba ipé jaboty jelutong jequitiba jongkong kapur kempas keruing kosipo kotibé koto limba louro maçaranduba makoré mandioqueira mansonia mengkulang merawan merbau merpauh mersawa moabi niangon nyatoh obeche okoumé onzabili orey ovengkol ozigo padauk paldao palissandre de Guatemala palissandre de Para palissandre de Rio palissandre de Rose pau Amarelo pau marfim pulai punah quaruba ramin saqui-saqui sepetir sipo sucupira suren tauari teak tiama tola"
86109,"4407291500","80","End-jointed whether or not planed or sanded"
59784,"4407292000","10","Other"
59786,"4407292000","80","Palissandre de Para palissandre de Rio and palissandre de Rose planed"
59796,"4407298300","10","Other"
59797,"4407298300","80","Planed"
59798,"4407298500","80","Sanded"
73694,"4407299500","80","Other"
102248,"4407299600","10","Other tropical wood"
102250,"4407299600","80","Planed; end-jointed whether or not planed or sanded"
102544,"4407299700","10","Other"
102252,"4407299700","80","Sanded"
102254,"4407299800","80","Other"
40078,"4407910000","10","Other"
40079,"4407910000","80","Of oak (Quercus spp.)"
71032,"4407911500","80","Sanded; end-jointed whether or not planed or sanded"
40081,"4407913100","10","Other"
40082,"4407913100","20","Planed"
40083,"4407913100","80","Blocks strips and friezes for parquet or wood block flooring not assembled"
40084,"4407913900","80","Other"
40086,"4407919000","80","Other"
40087,"4407920000","80","Of beech (Fagus spp.)"
100282,"4407920010","80","Planed sanded or end-jointed"
100281,"4407920090","80","Other"
86116,"4407930000","80","Of maple (Acer spp.)"
86119,"4407931000","80","Planed; end-jointed whether or not planed or sanded"
86122,"4407939100","10","Other"
86125,"4407939100","80","Sanded"
86128,"4407939900","80","Other"
86117,"4407940000","80","Of cherry (Prunus spp.)"
86120,"4407941000","80","Planed; end-jointed whether or not planed or sanded"
86123,"4407949100","10","Other"
86126,"4407949100","80","Sanded"
86129,"4407949900","80","Other"
86118,"4407950000","80","Of ash (Fraxinus spp.)"
86121,"4407951000","80","Planed; end-jointed whether or not planed or sanded"
86124,"4407959100","10","Other"
86127,"4407959100","80","Sanded"
86130,"4407959900","80","Other"
102268,"4407960000","80","Of birch (Betula spp.)"
102269,"4407961000","80","Planed; end-jointed whether or not planed or sanded"
102270,"4407969100","10","Other"
102271,"4407969100","80","Sanded"
102272,"4407969900","80","Other"
102273,"4407970000","80","Of poplar and aspen (Populus spp.)"
102274,"4407971000","80","Planed; end-jointed whether or not planed or sanded"
102275,"4407979100","10","Other"
102276,"4407979100","80","Sanded"
102277,"4407979900","80","Other"
40093,"4407990000","80","Other"
95630,"4407992700","80","Planed; end-jointed whether or not planed or sanded"
95629,"4407994000","10","Other"
86134,"4407994000","80","Sanded"
102279,"4407999000","80","Other"
40118,"4408000000","80","Sheets for veneering (including those obtained by slicing laminated wood) for plywood or for similar laminated wood and other wood sawn lengthwise sliced or peeled whether or not planed sanded spliced or end-jointed of a thickness not exceeding 6 mm"
40119,"4408100000","80","Coniferous"
70953,"4408101500","80","Planed; sanded; end-jointed whether or not planed or sanded"
40124,"4408109100","10","Other"
40125,"4408109100","80","Small boards for the manufacture of pencils"
95631,"4408109800","80","Other"
59804,"4408310000","10","Of tropical wood"
59805,"4408310000","80","Dark red meranti light red meranti and meranti bakau"
59806,"4408311100","80","End-jointed whether or not planed or sanded"
59807,"4408312100","10","Other"
59808,"4408312100","80","Planed"
59809,"4408312500","80","Sanded"
59810,"4408313000","80","Other"
59811,"4408390000","80","Other"
70954,"4408391500","10","Acajou d'Afrique limba mahogany (Swietenia spp.) obeche okoumé palissandre de Para palissandre de Rio palissandre de Rose sapelli sipo virola and white lauan"
70955,"4408391500","80","Sanded; end-jointed whether or not planed or sanded"
59814,"4408392100","10","Other"
59815,"4408392100","80","Planed"
95632,"4408393000","80","Other"
98387,"4408393010","80","Okoume veneer sheets:   - of a length of 1 270 mm or more but not more than 3 200 mm   - of a width of 150 mm or more but not more than 2 000 mm   - of a thickness of 05 mm or more but not more than 4 mm   - not sanded and   - not planed "
98388,"4408393090","80","Other"
70956,"4408395500","10","Other"
70957,"4408395500","80","Planed; sanded; end-jointed whether or not planed or sanded"
59825,"4408397000","10","Other"
59826,"4408397000","80","Small boards for the manufacture of pencils"
73696,"4408398500","10","Other"
73697,"4408398500","80","Of a thickness not exceeding 1 mm"
73698,"4408399500","80","Of a thickness exceeding 1 mm"
40137,"4408900000","80","Other"
70961,"4408901500","80","Planed; sanded; end-jointed whether or not planed or sanded"
59838,"4408903500","10","Other"
59839,"4408903500","80","Small boards for the manufacture of pencils"
73699,"4408908500","10","Other"
73700,"4408908500","80","Of a thickness not exceeding 1 mm"
73701,"4408909500","80","Of a thickness exceeding 1 mm"
40154,"4409000000","80","Wood (including strips and friezes for parquet flooring not assembled) continuously shaped (tongued grooved rebated chamfered V-jointed beaded moulded rounded or the like) along any of its edges ends or faces whether or not planed sanded or end-jointed"
40155,"4409100000","80","Coniferous"
40158,"4409101100","80","Mouldings for frames for paintings photographs mirrors or similar objects"
70962,"4409101800","80","Other"
86163,"4409210000","10","Non-coniferous"
86162,"4409210000","80","Of bamboo"
102280,"4409220000","80","Of tropical wood"
86165,"4409290000","80","Other"
86166,"4409291000","80","Mouldings for frames for paintings photographs mirrors or similar objects"
86167,"4409299100","10","Other"
86168,"4409299100","80","Blocks strips and friezes for parquet or wood block flooring not assembled"
86169,"4409299900","80","Other"
40169,"4410000000","80","Particle board oriented strand board (OSB) and similar board (for example waferboard) of wood or other ligneous materials whether or not agglomerated with resins or other organic binding substances"
86170,"4410110000","10","Of wood"
86171,"4410110000","80","Particle board"
86173,"4410111000","80","Unworked or not further worked than sanded"
86174,"4410113000","80","Surface-covered with melamine-impregnated paper"
86175,"4410115000","80","Surface-covered with decorative laminates of plastics"
86176,"4410119000","80","Other"
86172,"4410120000","80","Oriented strand board (OSB)"
86177,"4410121000","80","Unworked or not further worked than sanded"
86178,"4410129000","80","Other"
86179,"4410190000","80","Other"
40175,"4410900000","80","Other"
40178,"4411000000","80","Fibreboard of wood or other ligneous materials whether or not bonded with resins or other organic substances"
86180,"4411120000","10","Medium density fibreboard (MDF)"
86181,"4411120000","80","Of a thickness not exceeding 5 mm"
86184,"4411121000","80","Not mechanically worked or surface covered"
86187,"4411129000","80","Other"
86182,"4411130000","80","Of a thickness exceeding 5 mm but not exceeding 9 mm"
86185,"4411131000","80","Not mechanically worked or surface covered"
86188,"4411139000","80","Other"
86183,"4411140000","80","Of a thickness exceeding 9 mm"
86186,"4411141000","80","Not mechanically worked or surface covered"
86189,"4411149000","80","Other"
86197,"4411920000","10","Other"
86194,"4411920000","80","Of a density exceeding 08 g/cm$3"
86198,"4411921000","80","Not mechanically worked or surface covered"
86201,"4411929000","80","Other"
86195,"4411930000","80","Of a density exceeding 05 g/cm$3 but not exceeding 08 g/cm$3"
86199,"4411931000","80","Not mechanically worked or surface covered"
86202,"4411939000","80","Other"
86196,"4411940000","80","Of a density not exceeding 05 g/cm$3"
86200,"4411941000","80","Not mechanically worked or surface covered"
86203,"4411949000","80","Other"
40191,"4412000000","80","Plywood veneered panels and similar laminated wood"
86204,"4412100000","80","Of bamboo"
86205,"4412310000","10","Other plywood consisting solely of sheets of wood (other than bamboo) each ply not exceeding 6 mm thickness"
86206,"4412310000","80","With at least one outer ply of tropical wood"
86207,"4412311000","80","Of acajou d'Afrique dark red meranti light red meranti limba mahogany (Swietenia spp.) obeche okoumé palissandre de Para palissandre de Rio palissandre de Rose sapelli sipo virola or white lauan"
86211,"4412311010","80","With at least one outer ply of okoumé not coated by a permanent film of other materials"
86212,"4412311090","80","Other"
86208,"4412319000","80","Other"
102284,"4412330000","80","Other with at least one outer ply of non-coniferous wood of the species alder (Alnus spp.) ash (Fraxinus spp.) beech (Fagus spp.) birch (Betula spp.) cherry (Prunus spp.) chestnut (Castanea spp.) elm (Ulmus spp.) eucalyptus (Eucalyptus spp.) hickory (Carya spp.) horse chestnut (Aesculus spp.) lime (Tilia spp.) maple (Acer spp.) oak (Quercus spp.) plane tree (Platanus spp.) poplar and aspen (Populus spp.) robinia (Robinia spp.) tulipwood (Liriodendron spp.) or walnut (Juglans spp.)"
105772,"4412330010","80","Plywood whether or not coated with outer plies of wood specified under subheading 4412 33 with at least one outer ply of birch wood"
105773,"4412330090","80","Other"
102285,"4412340000","80","Other with at least one outer ply of non-coniferous wood not specified under subheading 4412 33"
86210,"4412390000","80","Other with both outer plies of coniferous wood"
86213,"4412390010","80","Plywood of coniferous species without the addition of other substances of a thickness greater than 185 mm when sanded or of a thickness greater than 85 mm when the faces are not further prepared than the peeling process"
86214,"4412390090","80","Other"
86231,"4412940000","10","Other"
86233,"4412940000","80","Blockboard laminboard and battenboard"
86234,"4412941000","80","With at least one outer ply of non-coniferous wood"
86235,"4412949000","80","Other"
40209,"4412990000","80","Other"
86236,"4412993000","80","Containing at least one layer of particle board"
91685,"4412994000","10","Other"
91686,"4412994000","20","With at least one outer ply of non-coniferous wood"
91687,"4412994000","80","Of alder ash beech birch cherry chestnut elm hickory hornbeam horse chestnut lime maple oak plane tree poplar robinia walnut or yellow poplar"
100537,"4412994010","80","Laminated wood consisting of two layers of sheets for veneering:   - a width of 210 mm or more but not more than 320 mm   - a length of 297 mm or more but not more than 450 mm   - a thickness or 045 mm or more but not more than 08 mm for use in the manufacture of products falling within heading 4420 4421 4820 4909 or 4911"
100534,"4412994090","80","Other"
91688,"4412995000","80","Other"
100536,"4412995010","80","Laminated wood consisting of two layers of sheets for veneering:   - a width of 210 mm or more but not more than 320 mm   - a length of 297 mm or more but not more than 450 mm   - a thickness or 045 mm or more but not more than 08 mm for use in the manufacture of products falling within heading 4420 4421 4820 4909 or 4911"
100535,"4412995090","80","Other"
91689,"4412998500","80","Other"
91692,"4412998510","80","Plywood of coniferous species without the addition of other substancesof a thickness greater than 185 mm when sanded or of a thickness greater than 85 mm when the faces are not further prepared than the peeling process"
100540,"4412998520","80","Laminated wood consisting of two layers of sheets for veneering:   - a width of 210 mm or more but not more than 320 mm   - a length of 297 mm or more but not more than 450 mm   - a thickness or 045 mm or more but not more than 08 mm for use in the manufacture of products falling within heading 4420 4421 4820 4909 or 4911"
91693,"4412998590","80","Other"
40216,"4413000000","80","Densified wood in blocks plates strips or profile shapes"
40217,"4414000000","80","Wooden frames for paintings photographs mirrors or similar objects"
40220,"4414001000","80","Of tropical wood specified in additional note 2 to this chapter"
40221,"4414009000","80","Of other wood"
40222,"4415000000","80","Packing cases boxes crates drums and similar packings of wood; cable-drums of wood; pallets box pallets and other load boards of wood; pallet collars of wood"
40223,"4415100000","80","Cases boxes crates drums and similar packings; cable-drums"
40224,"4415101000","80","Cases boxes crates drums and similar packings"
40225,"4415109000","80","Cable-drums"
40226,"4415200000","80","Pallets box pallets and other load boards; pallet collars"
59874,"4415202000","80","Flat pallets; pallet collars"
40228,"4415209000","80","Other"
40229,"4416000000","80","Casks barrels vats tubs and other coopers' products and parts thereof of wood including staves"
40234,"4417000000","80","Tools tool bodies tool handles broom or brush bodies and handles of wood; boot or shoe lasts and trees of wood"
40237,"4418000000","80","Builders' joinery and carpentry of wood including cellular wood panels assembled flooring panels shingles and shakes"
40238,"4418100000","80","Windows French windows and their frames"
59876,"4418101000","80","Of tropical wood specified in additional note 2 to this chapter"
59877,"4418105000","80","Coniferous"
59878,"4418109000","80","Of other wood"
40239,"4418200000","80","Doors and their frames and thresholds"
40242,"4418201000","80","Of tropical wood specified in additional note 2 to this chapter"
59879,"4418205000","80","Coniferous"
59880,"4418208000","80","Of other wood"
40250,"4418400000","80","Shuttering for concrete constructional work"
40251,"4418500000","80","Shingles and shakes"
86246,"4418600000","80","Posts and beams"
102286,"4418730000","10","Assembled flooring panels"
102287,"4418730000","80","Of bamboo or with at least the top layer (wear layer) of bamboo"
102288,"4418731000","80","For mosaic floors"
102289,"4418739000","80","Other"
102290,"4418740000","80","Other for mosaic floors"
102291,"4418750000","80","Other multilayer"
86248,"4418790000","80","Other"
102318,"4418910000","10","Other"
102319,"4418910000","80","Of bamboo"
102320,"4418990000","80","Other"
102322,"4418991000","80","Glue-laminated timber"
102326,"4418999000","80","Other"
40255,"4419000000","80","Tableware and kitchenware of wood"
102347,"4419110000","10","Of bamboo"
102348,"4419110000","80","Bread boards chopping boards and similar boards"
102349,"4419120000","80","Chopsticks"
102350,"4419190000","80","Other"
102351,"4419900000","80","Other"
102352,"4419901000","80","Of tropical wood specified in additional note 2 to this chapter"
102353,"4419909000","80","Of other wood"
40265,"4420000000","80","Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery and similar articles of wood; statuettes and other ornaments of wood; wooden articles of furniture not falling in Chapter 94"
40266,"4420100000","80","Statuettes and other ornaments of wood"
40275,"4420101100","80","Of tropical wood specified in additional note 2 to this chapter"
40276,"4420101110","80","Hand-made"
40277,"4420101190","80","Other"
40278,"4420101900","80","Of other wood"
40281,"4420900000","80","Other"
70985,"4420901000","80","Wood marquetry and inlaid wood"
40297,"4420909100","10","Other"
40298,"4420909100","80","Of tropical wood specified in additional note 2 to this chapter"
101345,"4420909111","10","Hand-made"
100267,"4420909111","80","Wood in the form of logs or squared logs with simple process in the surface carved or f inely threaded or painted does not have significant added-value and no significant change in shape"
100268,"4420909119","80","Other"
101346,"4420909191","10","Other"
100270,"4420909191","80","Wood in the form of logs or squared logs with simple process in the surface carved or finely threaded or painted does not have significant added-value and no significant change in shape"
100271,"4420909199","80","Other"
40301,"4420909900","80","Other"
100272,"4420909910","80","Wood in the form of logs or squared logs with simple process in the surface carved or finely threaded or painted does not have significant added-value and no significant change in shape"
100273,"4420909990","80","Other"
40304,"4421000000","80","Other articles of wood"
40305,"4421100000","80","Clothes hangers"
102356,"4421910000","10","Other"
102355,"4421910000","80","Of bamboo"
102358,"4421990000","80","Other"
102359,"4421991000","80","Of fibreboard"
102360,"4421999100","10","Other"
102361,"4421999100","80","Coffins"
102362,"4421999900","80","Other"
102363,"4421999910","80","Ironing boards including sleeve boards whether or not free standing and legs and tops thereof"
102364,"4421999991","10","Other"
102365,"4421999991","80","Wood in the form of logs or squared logs with simple process in the surface carved or finely threaded or painted does not have significant added-value and no significant change in shape"
102366,"4421999999","80","Other"
40315,"4500000000","80","CORK AND ARTICLES OF CORK"
40316,"4501000000","80","Natural cork raw or simply prepared; waste cork; crushed granulated or ground cork"
40317,"4501100000","80","Natural cork raw or simply prepared"
40318,"4501900000","80","Other"
40319,"4502000000","80","Natural cork debacked or roughly squared or in rectangular (including square) blocks plates sheets or strip (including sharp-edged blanks for corks or stoppers)"
40320,"4503000000","80","Articles of natural cork"
40321,"4503100000","80","Corks and stoppers"
40322,"4503101000","80","Cylindrical"
40323,"4503109000","80","Other"
40324,"4503900000","80","Other"
40325,"4504000000","80","Agglomerated cork (with or without a binding substance) and articles of agglomerated cork"
40326,"4504100000","80","Blocks plates sheets and strip; tiles of any shape; solid cylinders including discs"
40327,"4504101100","10","Corks and stoppers"
40328,"4504101100","80","For sparkling wine including those with discs of natural cork"
40329,"4504101900","80","Other"
40330,"4504109100","10","Other"
40331,"4504109100","80","With a binding substance"
40332,"4504109900","80","Other"
40333,"4504900000","80","Other"
83605,"4504902000","80","Corks and stoppers"
83606,"4504908000","80","Other"
83604,"4504908010","80","Gaskets washers and other seals for use in civil aircraft"
83607,"4504908090","80","Other"
40339,"4600000000","80","MANUFACTURES OF STRAW OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK"
40340,"4601000000","80","Plaits and similar products of plaiting materials whether or not assembled into strips; plaiting materials plaits and similar products of plaiting materials bound together in parallel strands or woven in sheet form whether or not being finished articles (for example mats matting screens)"
86254,"4601210000","10","Mats matting and screens of vegetable materials"
86255,"4601210000","80","Of bamboo"
86258,"4601211000","80","Of plaits or similar products of plaiting materials"
86261,"4601219000","80","Other"
86256,"4601220000","80","Of rattan"
86259,"4601221000","80","Of plaits or similar products of plaiting materials"
86262,"4601229000","80","Other"
86257,"4601290000","80","Other"
86260,"4601291000","80","Of plaits or similar products of plaiting materials"
86263,"4601299000","80","Other"
86264,"4601920000","10","Other"
86265,"4601920000","80","Of bamboo"
86274,"4601920500","80","Plaits and similar products of plaiting materials whether or not assembled into strips"
86277,"4601921000","10","Other"
86268,"4601921000","80","Of plaits or similar products of plaiting materials"
86271,"4601929000","80","Other"
86266,"4601930000","80","Of rattan"
86275,"4601930500","80","Plaits and similar products of plaiting materials whether or not assembled into strips"
86278,"4601931000","10","Other"
86269,"4601931000","80","Of plaits or similar products of plaiting materials"
86272,"4601939000","80","Other"
86267,"4601940000","80","Of other vegetable materials"
86276,"4601940500","80","Plaits and similar products of plaiting materials whether or not assembled into strips"
86279,"4601941000","10","Other"
86270,"4601941000","80","Of plaits or similar products of plaiting materials"
86273,"4601949000","80","Other"
40351,"4601990000","80","Other"
73713,"4601990500","80","Plaits and similar products of plaiting materials whether or not assembled into strips"
73714,"4601991000","10","Other"
40352,"4601991000","80","Of plaits or similar products of plaiting materials"
40353,"4601999000","80","Other"
40354,"4602000000","80","Basketwork wickerwork and other articles made directly to shape from plaiting materials or made up from goods of heading 4601; articles of loofah"
86280,"4602110000","10","Of vegetable materials"
86281,"4602110000","80","Of bamboo"
86295,"4602110010","80","From plaiting materials hand-made"
86292,"4602110090","80","Other"
86282,"4602120000","80","Of rattan"
86294,"4602120010","80","From plaiting materials hand-made"
86293,"4602120090","80","Other"
86283,"4602190000","80","Other"
86284,"4602191000","80","Straw envelopes for bottles"
93010,"4602199000","80","Other"
93011,"4602199010","80","Hand-made"
93012,"4602199090","80","Other"
40360,"4602900000","80","Other"
40363,"4700000000","80","PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; RECOVERED (WASTE AND SCRAP) PAPER OR PAPERBOARD"
40364,"4701000000","80","Mechanical wood pulp"
40365,"4701001000","80","Thermo-mechanical wood pulp"
40366,"4701009000","80","Other"
40367,"4702000000","80","Chemical wood pulp dissolving grades"
40368,"4703000000","80","Chemical wood pulp soda or sulphate other than dissolving grades"
40369,"4703110000","10","Unbleached"
40370,"4703110000","80","Coniferous"
40371,"4703190000","80","Non-coniferous"
40372,"4703210000","10","Semi-bleached or bleached"
40373,"4703210000","80","Coniferous"
40374,"4703290000","80","Non-coniferous"
40375,"4704000000","80","Chemical wood pulp sulphite other than dissolving grades"
40376,"4704110000","10","Unbleached"
40377,"4704110000","80","Coniferous"
40378,"4704190000","80","Non-coniferous"
40379,"4704210000","10","Semi-bleached or bleached"
40380,"4704210000","80","Coniferous"
40381,"4704290000","80","Non-coniferous"
40382,"4705000000","80","Wood pulp obtained by a combination of mechanical and chemical pulping processes"
40383,"4706000000","80","Pulps of fibres derived from recovered (waste and scrap) paper or paperboard or of other fibrous cellulosic material"
40384,"4706100000","80","Cotton linters pulp"
59884,"4706200000","80","Pulps of fibres derived from recovered (waste and scrap) paper or paperboard"
86296,"4706300000","80","Other of bamboo"
40385,"4706910000","10","Other"
40386,"4706910000","80","Mechanical"
40387,"4706920000","80","Chemical"
40390,"4706930000","80","Obtained by a combination of mechanical and chemical processes"
40391,"4707000000","80","Recovered (waste and scrap) paper or paperboard"
40392,"4707100000","80","Unbleached kraft paper or paperboard or corrugated paper or paperboard"
40393,"4707200000","80","Other paper or paperboard made mainly of bleached chemical pulp not coloured in the mass"
40394,"4707300000","80","Paper or paperboard made mainly of mechanical pulp (for example newspapers journals and similar printed matter)"
40395,"4707301000","80","Old and unsold newspapers and magazines telephone directories brochures and printed advertising material"
40396,"4707309000","80","Other"
40397,"4707900000","80","Other including unsorted waste and scrap"
40398,"4707901000","80","Unsorted"
40399,"4707909000","80","Sorted"
40400,"4800000000","80","PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP OF PAPER OR OF PAPERBOARD"
40401,"4801000000","80","Newsprint in rolls or sheets"
40406,"4802000000","80","Uncoated paper and paperboard of a kind used for writing printing or other graphic purposes and non-perforated punchcards and punch-tape paper in rolls or rectangular (including square) sheets of any size other than paper of heading 4801 or 4803; handmade paper and paperboard"
40407,"4802100000","80","Handmade paper and paperboard"
40408,"4802200000","80","Paper and paperboard of a kind used as a base for photosensitive heat-sensitive or electrosensitive paper or paperboard"
40412,"4802400000","80","Wallpaper base"
40413,"4802401000","80","Not containing fibres obtained by a mechanical process or of which not more than 10 % by weight of the total fibre content consists of such fibres"
40414,"4802409000","80","Other"
73715,"4802540000","10","Other paper and paperboard not containing fibres obtained by a mechanical or chemi-mechanical process or of which not more than 10 % by weight of the total fibre content consists of such fibres"
73716,"4802540000","80","Weighing less than 40 g/m$2"
73730,"4802550000","80","Weighing 40 g/m$2 or more but not more than 150 g/m$2 in rolls"
86304,"4802551500","80","Weighing 40 g/m$2 or more but less than 60 g/m$2"
86305,"4802552500","80","Weighing 60 g/m$2 or more but less than 75 g/m$2"
79096,"4802553000","80","Weighing 75 g/m$2 or more but less than 80 g/m$2"
79097,"4802559000","80","Weighing 80 g/m$2 or more"
73733,"4802560000","80","Weighing 40 g/m$2 or more but not more than 150 g/m$2 in sheets with one side not exceeding 435 mm and the other side not exceeding 297 mm in the unfolded state"
86306,"4802562000","80","With one side measuring 297 mm and the other side measuring 210 mm (A4 format)"
86307,"4802568000","80","Other"
73738,"4802570000","80","Other weighing 40 g/m$2 or more but not more than 150 g/m$2"
73739,"4802580000","80","Weighing more than 150 g/m$2"
73740,"4802581000","80","In rolls"
73741,"4802589000","80","Other"
73742,"4802610000","10","Other paper and paperboard of which more than 10 % by weight of the total fibre content consists of fibres obtained by a mechanical or chemi-mechanical process"
73744,"4802610000","80","In rolls"
86308,"4802611500","80","Weighing less than 72 g/m$2 and of which more than 50 % by weight of the total fibre content consists of fibres obtained by a mechanical process"
79114,"4802618000","80","Other"
73749,"4802620000","80","In sheets with one side not exceeding 435 mm and the other side not exceeding 297 mm in the unfolded state"
73760,"4802690000","80","Other"
40450,"4803000000","80","Toilet or facial tissue stock towel or napkin stock and similar paper of a kind used for household or sanitary purposes cellulose wadding and webs of cellulose fibres whether or not creped crinkled embossed perforated surface-coloured surface-decorated or printed in rolls or sheets"
40451,"4803001000","80","Cellulose wadding"
40452,"4803003100","10","Creped paper and webs of cellulose fibres (tissues) weighing per ply"
40453,"4803003100","80","Not more than 25 g/m$2"
40454,"4803003900","80","More than 25 g/m$2"
40455,"4803009000","80","Other"
40456,"4804000000","80","Uncoated kraft paper and paperboard in rolls or sheets other than that of heading 4802 or 4803"
40457,"4804110000","10","Kraftliner"
40458,"4804110000","80","Unbleached"
40459,"4804111100","10","Of which not less than 80 % by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process"
40460,"4804111100","80","Weighing less than 150 g/m$2"
40461,"4804111500","80","Weighing 150 g/m$2 or more but less than 175 g/m$2"
40462,"4804111900","80","Weighing 175 g/m$2 or more"
40465,"4804119000","80","Other"
40470,"4804190000","80","Other"
91703,"4804191200","10","Of which not less than 80 % by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process"
91704,"4804191200","20","Composed of one or more layers unbleached and an outside layer bleached semi-bleached or coloured weighing per m$2"
91701,"4804191200","80","Less than 175 g"
40475,"4804191900","80","175 g or more"
91702,"4804193000","80","Other"
40480,"4804199000","80","Other"
40481,"4804210000","10","Sack kraft paper"
40482,"4804210000","80","Unbleached"
40483,"4804211000","80","Of which not less than 80 % by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process"
40484,"4804219000","80","Other"
40485,"4804290000","80","Other"
40486,"4804291000","80","Of which not less than 80 % by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process"
40487,"4804299000","80","Other"
40488,"4804310000","10","Other kraft paper and paperboard weighing 150 g/m$2 or less"
40489,"4804310000","80","Unbleached"
79164,"4804315100","10","Of which not less than 80 % by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process"
40493,"4804315100","80","Kraft electro-technical insulating paper"
79165,"4804315800","80","Other"
79166,"4804318000","80","Other"
40496,"4804390000","80","Other"
